2026-04-01 18:26:07,23099,193,2026-04-01T18:27:47+08:00,1,SEA,WAB,DD,1,1.3252553333333332,103.68413433333333,1,TRACKED,NORMAL
2026-04-01 18:26:07,23099,193,2026-04-01T18:36:21+08:00,10,SEA,WAB,DD,1,1.3222304999999999,103.66497716666666,1,TRACKED,NORMAL
2026-04-01 18:26:07,23099,193,2026-04-01T18:41:59+08:00,15,SEA,WAB,SD,1,1.3214401666666666,103.6525725,1,TRACKED,NORMAL
2026-04-01 18:26:17,23099,193,2026-04-01T18:28:01+08:00,1,SEA,WAB,DD,1,1.3249933333333335,103.68413083333333,1,TRACKED,NORMAL
2026-04-01 18:26:17,23099,193,2026-04-01T18:36:00+08:00,9,SEA,WAB,DD,1,1.3222304999999999,103.66497716666666,1,TRACKED,NORMAL
2026-04-01 18:26:17,23099,193,2026-04-01T18:41:58+08:00,15,SEA,WAB,SD,1,1.3203641666666668,103.65371666666667,1,TRACKED,NORMAL
2026-04-01 18:26:27,23099,193,2026-04-01T18:28:01+08:00,1,SEA,WAB,DD,1,1.3249933333333335,103.68413083333333,1,TRACKED,NORMAL
2026-04-01 18:26:27,23099,193,2026-04-01T18:36:00+08:00,9,SEA,WAB,DD,1,1.3222304999999999,103.66497716666666,1,TRACKED,NORMAL
2026-04-01 18:26:27,23099,193,2026-04-01T18:41:58+08:00,15,SEA,WAB,SD,1,1.3203641666666668,103.65371666666667,1,TRACKED,NORMAL
2026-04-01 18:26:38,23099,193,2026-04-01T18:27:58+08:00,1,SEA,WAB,DD,1,1.3247211666666667,103.68577733333333,1,TRACKED,NORMAL
2026-04-01 18:26:38,23099,193,2026-04-01T18:35:57+08:00,9,SEA,WAB,DD,1,1.3222465,103.66858833333333,1,TRACKED,NORMAL
2026-04-01 18:26:38,23099,193,2026-04-01T18:42:05+08:00,15,SEA,WAB,SD,1,1.3199916666666667,103.654114,1,TRACKED,NORMAL
2026-04-01 18:26:48,23099,193,2026-04-01T18:27:58+08:00,1,SEA,WAB,DD,1,1.3247211666666667,103.68577733333333,1,TRACKED,NORMAL
